,Area,Occupational Title,Mean Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage,Rounded Employment
1587,Mohave ,"Opticians, Dispensing",17.27,12.21,13.47,15.75,19.56,25.60, 30 
1588,Mohave ,Healthcare Support Occupations,15.48,11.25,12.35,14.44,17.65,21.22," 1,760 "
1589,Mohave ,Home Health Aides,12.84,10.96,11.62,12.50,13.93,15.24, * 
1590,Mohave ,Nursing Assistants,13.49,10.97,11.74,13.00,14.91,17.33, 480 
1591,Mohave ,Physical Therapist Assistants,25.50,20.74,22.92,25.57,28.45,30.18, * 
1592,Mohave ,Dental Assistants,18.16,14.82,16.29,17.97,20.18,23.41, 300 
1593,Mohave ,Medical Assistants,15.33,11.63,12.99,14.66,17.30,19.35, 420 
1594,Mohave ,Medical Transcriptionists,15.90,12.02,13.25,14.82,18.02,22.11, 40 
1595,Mohave ,Veterinary Assistants and Laboratory Animal Caretakers,13.32,10.93,11.95,13.36,14.68,15.61, 50 
1596,Mohave ,"Healthcare Support Workers, All Other",18.48,15.47,16.62,18.24,20.08,23.00, 30 
1597,Mohave ,Protective Service Occupations,22.38,11.51,14.98,19.99,27.83,36.51," 1,860 "
1598,Mohave ,First-Line Supervisors of Correctional Officers,26.27,20.72,22.58,25.58,29.47,34.01, 30 
1599,Mohave ,First-Line Supervisors of Police and Detectives,40.54,29.59,33.39,38.55,47.28,56.56, 110 
1600,Mohave ,First-Line Supervisors of Fire Fighting and Prevention Workers,38.64,19.47,26.14,40.75,48.01,56.83, 100 
1601,Mohave ,Firefighters,22.07,12.64,15.09,20.52,28.59,34.62, 280 
1602,Mohave ,Correctional Officers and Jailers,19.64,14.66,16.16,18.27,22.70,27.94, 480 
1603,Mohave ,Detectives and Criminal Investigators,24.11,16.50,18.67,21.40,23.83,31.03, 30 
1604,Mohave ,Police and Sheriff's Patrol Officers,27.11,20.28,22.33,26.14,32.71,36.74, 290 
1605,Mohave ,Security Guards,13.20,10.50,10.71,12.18,14.31,18.36, 310 
1606,Mohave ,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",11.11,10.63,10.82,11.13,11.44,11.63, 50 
1607,Mohave ,Food Preparation and Serving-Related Occupations,12.26,10.50,10.51,11.03,12.80,15.15," 6,110 "
1608,Mohave ,Chefs and Head Cooks,20.57,10.51,12.82,16.50,18.69,32.16, * 
1609,Mohave ,First-Line Supervisors of Food Preparation and Serving Workers,16.18,11.85,13.19,15.25,18.07,22.97, 350 
1610,Mohave ,"Cooks, Institution and Cafeteria",13.13,10.85,11.59,12.69,14.38,16.47, 110 
1611,Mohave ,"Cooks, Restaurant",13.06,10.68,11.17,12.15,14.34,16.66, 580 
1612,Mohave ,Food Preparation Workers,11.98,10.51,10.85,11.61,12.76,14.29, 200 
1613,Mohave ,Bartenders,12.87,10.50,10.50,10.51,11.29,22.70, 470 
1614,Mohave ,"Combined Food Preparation and Serving Workers, Including Fast Food",11.36,10.50,10.50,10.51,11.86,13.48," 1,540 "
1615,Mohave ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",12.50,10.90,11.48,12.32,13.66,14.48, * 
1616,Mohave ,Waiters and Waitresses,11.70,10.50,10.50,10.51,12.01,14.54," 1,240 "
1617,Mohave ,Dining Room and Cafeteria Attendants and Bartender Helpers,10.99,10.50,10.50,10.51,10.78,12.45, 300 
1618,Mohave ,Dishwashers,11.62,10.51,10.81,11.35,12.04,13.60, 430 
1619,Mohave ,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",11.61,10.50,10.51,11.17,12.15,14.02, 230 
1620,Mohave ,Building and Grounds Cleaning and Maintenance Occupations,12.88,10.51,10.79,11.69,13.70,16.88," 1,690 "
1621,Mohave ,First-Line Supervisors of Housekeeping and Janitorial Workers,14.33,10.90,11.49,12.69,14.64,22.76, 70 
1622,Mohave ,"First-Line Supervisors of Landscaping, Lawn Service, and Groundsk",24.66,14.56,22.18,26.04,28.78,30.62, 40 
1623,Mohave ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",12.52,10.50,10.51,11.70,13.60,15.54, 620 
1624,Mohave ,Maids and Housekeeping Cleaners,11.34,10.51,10.67,11.20,11.72,12.10, 580 
1625,Mohave ,Pest Control Workers,15.95,12.30,13.69,15.63,18.00,20.47, 110 
1626,Mohave ,Landscaping and Groundskeeping Workers,13.46,10.51,11.31,12.66,14.64,17.96, 270 
1627,Mohave ,Personal Care and Service Occupations,12.95,10.51,10.80,11.56,13.62,17.43," 1,420 "
1628,Mohave ,First-Line Supervisors of Personal Service Workers,16.63,12.11,13.06,14.59,18.02,24.97, 90 
1629,Mohave ,Nonfarm Animal Caretakers,12.07,10.50,10.51,11.43,12.61,14.43, 40 
1630,Mohave ,Amusement and Recreation Attendants,12.32,10.50,10.51,11.23,13.37,15.70, * 
1631,Mohave ,"Hairdressers, Hairstylists, and Cosmetologists",14.54,11.35,12.69,13.88,15.04,17.31, * 
1632,Mohave ,Manicurists and Pedicurists,13.37,10.51,11.19,13.24,15.01,17.16, 90 
1633,Mohave ,Tour and travel guides,16.98,12.20,13.18,14.81,20.78,22.99, 70 
1634,Mohave ,Childcare Workers,11.46,10.50,10.50,10.51,11.84,14.15, * 
1635,Mohave ,Personal Care Aides,11.38,10.54,10.82,11.27,11.73,12.26, 380 
1636,Mohave ,Fitness Trainers and Aerobics Instructors,14.70,10.78,11.18,12.10,18.00,22.62, 90 
1637,Mohave ,Recreation Workers,12.03,10.54,10.82,11.29,11.77,14.94, 240 
1638,Mohave ,Sales and Related Occupations,15.08,10.51,10.86,11.90,15.52,22.87," 6,350 "
1639,Mohave ,First-Line Supervisors of Retail Sales Workers,19.53,12.50,14.49,17.67,23.61,29.15, 790 
1640,Mohave ,First-Line Supervisors of Non-Retail Sales Workers,26.05,12.43,16.70,26.84,33.96,40.18, 50 
1641,Mohave ,Cashiers,11.65,10.50,10.51,11.17,11.90,13.95," 2,450 "
1642,Mohave ,Counter and Rental Clerks,11.92,10.50,10.56,11.36,12.17,14.50, 180 
1643,Mohave ,Parts Salespersons,17.01,10.51,12.32,15.78,19.84,23.98, 150 
1644,Mohave ,Retail Salespersons,12.87,10.51,10.81,11.68,14.03,17.51," 1,870 "
1645,Mohave ,Advertising Sales Agents,17.95,10.67,11.61,14.41,20.60,33.74, 40 
1646,Mohave ,Insurance Sales Agents,30.11,10.51,13.50,16.66,53.40,62.79, 70 
1647,Mohave ,"Securities, Commodities, and Financial Services Sales Agents",20.15,15.39,16.58,18.24,20.58,27.14, 80 
1648,Mohave ,"Sales Representatives, Services, All Other",27.05,15.21,18.83,24.86,31.09,40.47, 160 
1649,Mohave ,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",35.87,13.37,17.28,31.89,45.35,61.53, 60 
1650,Mohave ,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",27.59,13.67,16.50,23.74,30.87,48.33, 190 
1651,Mohave ,Office and Administrative Support Occupations,15.95,10.78,11.92,14.42,18.27,23.54," 8,100 "
1652,Mohave ,First-Line Supervisors of Office and Administrative Support Worke,21.79,13.73,16.29,20.58,25.07,31.27, 630 
1653,Mohave ,Bill and Account Collectors,16.09,11.81,13.54,15.85,18.06,19.38, 40 
1654,Mohave ,Billing and Posting Clerks and Machine Operators,17.49,12.54,14.25,17.27,20.42,23.39, 210 
1655,Mohave ,"Bookkeeping, Accounting, and Auditing Clerks",16.89,10.51,11.88,16.68,21.16,24.05, 480 
1656,Mohave ,Payroll and Timekeeping Clerks,17.75,10.51,12.28,18.25,21.91,24.87, 60 
1657,Mohave ,Tellers,13.17,10.87,11.42,13.06,14.65,15.78, 250 
1658,Mohave ,"Court, Municipal, and License Clerks",16.67,12.84,14.04,16.15,18.81,21.85, 100 
1659,Mohave ,Customer Service Representatives,15.18,10.70,11.78,14.35,17.28,19.66, 830 
1660,Mohave ,"Eligibility Interviewers, Government Programs",16.99,13.10,14.49,16.73,18.73,22.25, 30 
1661,Mohave ,File Clerks,15.11,11.78,12.73,14.38,17.26,20.12, 30 
1662,Mohave ,"Hotel, Motel, and Resort Desk Clerks",11.73,10.67,10.98,11.49,12.05,13.56, 130 
1663,Mohave ,Order Clerks,16.34,11.23,12.27,14.49,18.36,27.45, 30 
1664,Mohave ,"Human Resources Assistants, Except Payroll and Timekeeping",16.38,11.89,12.92,15.26,18.57,22.75, 40 
1665,Mohave ,Receptionists and Information Clerks,13.14,10.59,11.32,12.65,14.41,16.63, 660 
1666,Mohave ,"Information and Record Clerks, All Other",17.34,11.64,12.91,15.46,21.75,24.43, 60 
1667,Mohave ,"Police, Fire, and Ambulance Dispatchers",20.86,16.27,18.10,20.66,23.67,26.89, 50 
1668,Mohave ,"Dispatchers, Except Police, Fire, and Ambulance",20.62,12.19,13.53,16.82,28.92,36.37, 50 
1669,Mohave ,"Meter Readers, Utilities",23.40,13.34,16.16,22.94,29.93,35.94, 40 
1670,Mohave ,Postal Service Clerks,25.64,17.20,21.95,28.89,29.48,30.05, 40 
1671,Mohave ,Postal Service Mail Carriers,24.90,17.78,17.79,27.79,30.05,31.54, 130 
1672,Mohave ,"Production, Planning, and Expediting Clerks",17.39,11.22,12.57,16.34,21.04,25.07, 100 
1673,Mohave ,"Shipping, Receiving, and Traffic Clerks",16.28,11.43,12.86,15.92,18.84,22.78, 170 
1674,Mohave ,Stock Clerks and Order Fillers,12.88,10.51,10.89,11.99,14.06,16.23, 890 
1675,Mohave ,Executive Secretaries and Executive Administrative Assistants,21.51,13.39,16.17,20.03,24.93,31.88, 100 
1676,Mohave ,Medical Secretaries,15.06,10.90,12.60,14.46,17.24,20.21, 490 
1677,Mohave ,"Secretaries and Administrative Assistants, Except Legal, Medical,",15.37,11.04,12.18,14.26,17.46,22.07, 950 
1678,Mohave ,Data Entry Keyers,19.05,11.17,12.47,15.64,18.45,25.20, 40 
1679,Mohave ,Insurance Claims and Policy Processing Clerks,15.74,12.70,13.77,15.63,17.84,19.16, * 
1680,Mohave ,"Office Clerks, General",15.47,10.54,11.68,13.80,17.35,22.97," 1,190 "
1681,Mohave ,"Farming, Fishing, and Forestry Occupations",12.76,10.78,11.18,11.84,13.40,14.73, * 
1682,Mohave ,Construction and Extraction Occupations,19.80,12.77,15.18,18.64,23.17,28.16," 2,070 "
1683,Mohave ,First-Line Supervisors of Construction Trades and Extraction Work,24.99,17.39,19.84,22.62,27.19,38.61, 230 
1684,Mohave ,Brickmasons and Blockmasons,17.38,13.02,14.79,16.45,18.22,26.46, * 
1685,Mohave ,Carpenters,19.55,11.58,13.86,16.57,25.80,31.14, 210 
1686,Mohave ,Tile and Marble Setters,18.53,14.41,16.31,18.23,20.84,23.88, 50 
1687,Mohave ,Cement Masons and Concrete Finishers,17.82,12.31,14.19,17.86,21.85,23.85, 160 
1688,Mohave ,Construction Laborers,15.23,11.97,13.04,14.57,17.14,19.78, 290 
1689,Mohave ,Operating Engineers and Other Construction Equipment Operators,20.95,16.04,17.64,20.92,23.91,26.59, 240 
1690,Mohave ,Drywall and Ceiling Tile Installers,18.80,12.46,15.68,18.27,22.07,25.17, 140 
1691,Mohave ,Electricians,21.33,12.37,17.42,21.52,26.06,29.56, * 
1692,Mohave ,"Painters, Construction and Maintenance",17.47,13.20,14.90,17.37,20.17,22.80, 100 
1693,Mohave ,"Plumbers, Pipefitters, and Steamfitters",24.25,13.53,18.51,24.73,28.42,30.95, 40 
1694,Mohave ,Plasterers and Stucco Masons,20.08,14.56,17.98,21.04,23.11,24.35, 30 
1695,Mohave ,Roofers,19.82,12.68,15.15,19.17,22.71,31.15, 50 
1696,Mohave ,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",15.25,11.15,12.23,13.78,16.16,21.88, 40 
1697,Mohave ,Construction and Building Inspectors,24.39,19.89,21.12,23.18,27.02,31.85, 50 
1698,Mohave ,Highway Maintenance Workers,17.34,13.07,14.58,16.89,19.41,23.07, 90 
1699,Mohave ,"Installation, Maintenance, and Repair Occupations",20.49,11.43,13.85,18.55,24.93,33.18," 2,990 "
1700,Mohave ,"First-Line Supervisors of Mechanics, Installers, and Repairers",26.08,16.02,17.96,24.62,33.69,37.92, 270 
1701,Mohave ,Security and Fire Alarm Systems Installers,21.40,15.60,17.73,20.53,23.18,32.22, * 
1702,Mohave ,Aircraft Mechanics and Service Technicians,21.33,13.28,15.67,19.01,24.17,30.83, 120 
1703,Mohave ,Automotive Body and Related Repairers,20.43,14.74,17.15,20.00,23.36,28.01, 60 
1704,Mohave ,Automotive Service Technicians and Mechanics,19.27,11.18,12.88,18.47,23.91,29.64, 270 
1705,Mohave ,Bus and Truck Mechanics and Diesel Engine Specialists,19.07,11.42,13.63,18.45,23.28,28.16, 110 
1706,Mohave ,"Mobile Heavy Equipment Mechanics, Except Engines",25.79,17.09,19.85,24.51,30.03,37.58, 60 
1707,Mohave ,Motorboat Mechanics and Service Technicians,22.03,13.41,15.90,20.44,28.14,33.98, 60 
1708,Mohave ,Tire Repairers and Changers,15.18,11.61,12.88,14.38,17.01,21.10, * 
1709,Mohave ,"Control and Valve Installers and Repairers, Except Mechanical Door",29.22,19.28,26.54,30.49,33.77,36.61, 40 
1710,Mohave ,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",20.40,10.51,15.01,18.17,26.54,30.41, 240 
1711,Mohave ,Industrial Machinery Mechanics,29.17,19.98,22.56,27.06,33.94,46.60, * 
1712,Mohave ,"Maintenance Workers, Machinery",25.97,16.00,23.06,27.10,30.24,34.71, 40 
1713,Mohave ,Electrical Power-Line Installers and Repairers,37.97,25.41,30.95,39.34,46.70,49.22, 80 
1714,Mohave ,"Maintenance and Repair Workers, General",16.28,11.07,12.03,15.08,19.02,23.56, 750 
1715,Mohave ,"Helpers--Installation, Maintenance, and Repair Workers",14.45,11.04,12.05,13.78,16.12,19.33, * 
1716,Mohave ,"Installation, Maintenance, and Repair Workers, All Other",13.21,10.89,11.45,12.62,14.18,16.36, 110 
1717,Mohave ,Production Occupations,17.45,11.31,13.01,16.20,19.94,24.63," 2,500 "
1718,Mohave ,First-Line Supervisors of Production and Operating Workers,25.60,15.69,18.00,24.75,29.81,38.28, 180 
1719,Mohave ,"Assemblers and fabricators, all other, including team assemblers",15.62,11.04,12.27,14.85,17.93,21.98, 130 
1720,Mohave ,Bakers,12.37,10.75,11.11,11.70,13.59,14.83, 60 
1721,Mohave ,Butchers and Meat Cutters,18.19,12.21,13.81,19.87,22.45,23.98, 50 
1722,Mohave ,"Computer-Controlled Machine Tool Operators, Metal and Plastic",21.96,15.49,17.10,20.74,26.55,30.96, 30 
1723,Mohave ,Machinists,22.22,10.51,13.91,21.40,24.50,31.67, 70 
1724,Mohave ,"Welders, Cutters, Solderers, and Brazers",18.76,14.14,16.37,18.61,21.50,23.68, 180 
1725,Mohave ,Printing Press Operators,17.82,12.51,15.24,17.96,21.18,23.52, 50 
1726,Mohave ,Laundry and Dry-Cleaning Workers,11.52,10.55,10.84,11.33,11.83,12.25, 40 
1727,Mohave ,Upholsterers,13.69,11.18,12.05,13.35,14.82,17.69, 70 
1728,Mohave ,Cabinetmakers and Bench Carpenters,15.65,12.01,13.00,14.73,17.48,20.54, 170 
1729,Mohave ,Water and Wastewater Treatment Plant and System Operators,19.41,11.09,13.41,19.04,23.17,29.85, 140 
1730,Mohave ,"Inspectors, Testers, Sorters, Samplers, and Weighers",16.88,14.33,15.79,17.02,18.26,19.01, 270 
1731,Mohave ,Helpers--Production Workers,12.78,10.51,11.15,12.35,14.18,15.76, 100 
1732,Mohave ,"Production Workers, All Other",15.33,10.99,11.87,14.00,18.22,22.07, 60 
1733,Mohave ,Transportation and Material Moving Occupations,16.65,10.52,11.37,14.71,20.34,25.47," 3,340 "
1734,Mohave ,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",23.99,14.84,19.76,23.45,28.47,34.96, 100 
1735,Mohave ,"Bus Drivers, Transit and Intercity",16.66,11.42,14.38,16.50,18.25,19.32, 40 
1736,Mohave ,"Bus Drivers, School or Special Client",12.42,10.50,10.75,12.10,13.72,14.99, 290 
1737,Mohave ,Driver/Sales Workers,12.60,10.50,10.51,10.94,12.19,19.64, 240 
1738,Mohave ,Heavy and Tractor-Trailer Truck Drivers,23.52,16.21,18.66,22.62,27.83,33.67, 790 
1739,Mohave ,Light Truck or Delivery Services Drivers,16.41,10.68,11.66,16.83,20.04,23.34, 390 
1740,Mohave ,Taxi Drivers and Chauffeurs,12.32,10.50,10.59,11.65,13.47,14.97, 60 
1741,Mohave ,Automotive and Watercraft Service Attendants,12.54,10.51,11.01,11.87,13.77,15.19, 70 
1742,Mohave ,Industrial Truck and Tractor Operators,18.54,14.02,15.80,17.57,20.56,26.60, * 
1743,Mohave ,Cleaners of Vehicles and Equipment,11.80,10.51,10.78,11.31,12.01,13.96, 270 
1744,Mohave ,"Laborers and Freight, Stock, and Material Movers, Hand",15.00,10.91,11.58,13.85,18.19,20.48, 720 
1745,Mohave ,"Packers and Packagers, Hand",11.63,10.51,10.65,11.20,11.75,12.55, 160 
1746,Navajo ,Total all occupations,21.19,10.77,11.99,16.71,24.20,36.72," 26,970 "
1747,Navajo ,Management Occupations,43.94,17.10,25.77,37.04,50.86,78.88," 1,520 "
1748,Navajo ,Chief Executives,73.30,16.37,18.72,75.28,*,*, 70 
1749,Navajo ,General and Operations Managers,46.26,18.12,26.18,37.77,50.78,89.68, 370 
1750,Navajo ,Legislators,*,*,*,*,*,*, 30 
1751,Navajo ,Sales Managers,44.87,30.27,39.86,45.27,50.72,58.90, 30 
1752,Navajo ,Administrative Services Managers,38.27,24.73,28.05,34.25,45.86,61.78, 80 
1753,Navajo ,Computer and Information Systems Managers,57.14,32.24,37.27,47.17,60.72,*, 40 
1754,Navajo ,Financial Managers,47.83,22.67,28.62,42.61,56.84,83.85, 80 
1755,Navajo ,"Education Administrators, Elementary and Secondary School",*,*,*,*,*,*, 140 
1756,Navajo ,"Education Administrators, All Other",36.94,31.11,35.59,37.47,40.03,41.65, 40 
1757,Navajo ,Medical and Health Services Managers,61.82,33.78,42.81,53.44,76.67,97.63, 140 
1758,Navajo ,Social and Community Service Managers,34.04,16.03,18.09,26.58,46.38,70.86, * 
1759,Navajo ,"Managers, All Other",38.16,13.52,15.86,31.33,47.02,69.96, 120 
1760,Navajo ,Business and Financial Operations Occupations,28.01,16.09,19.20,26.75,35.82,42.76, 690 
1761,Navajo ,Buyers and Purchasing Agents,24.85,15.86,18.98,25.85,28.83,30.88, 40 
1762,Navajo ,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",29.95,16.70,19.95,27.23,41.04,46.45, 60 
1763,Navajo ,Cost Estimators,30.71,17.02,24.31,28.46,40.46,46.88, 30 
1764,Navajo ,Human Resources Specialists,26.63,16.58,19.25,25.34,33.76,38.26, 80 
1765,Navajo ,Management Analysts,29.71,19.56,25.01,31.34,35.99,39.53, 50 
1766,Navajo ,Market Research Analysts and Marketing Specialists,33.20,15.80,24.77,36.51,42.75,46.59, 50 
1767,Navajo ,"Business Operations Specialists, All Other",31.70,19.08,23.89,31.39,38.48,47.42, 110 
1768,Navajo ,Accountants and Auditors,28.62,16.14,20.51,31.11,36.30,39.37, 110 
1769,Navajo ,Computer and Mathematical Occupations,29.43,14.77,19.54,27.01,37.88,47.88, 410 
1770,Navajo ,Network and Computer Systems Administrators,29.01,21.06,24.42,28.58,33.64,37.91, 50 
1771,Navajo ,Computer User Support Specialists,19.14,11.80,13.69,17.27,22.70,29.25, 100 
1772,Navajo ,Computer Network Support Specialists,23.27,15.47,18.76,21.71,24.23,35.16, 60 
1773,Navajo ,"Computer Occupations, All Other",30.92,16.70,22.90,32.63,38.11,44.22, 70 
1774,Navajo ,Architecture and Engineering Occupations,33.26,18.21,26.51,33.74,39.01,46.21, 210 
1775,Navajo ,Civil Engineers,39.30,32.03,34.83,38.94,44.75,48.53, 30 
1776,Navajo ,Electrical and Electronics Engineering Technicians,36.04,32.81,34.16,36.30,38.38,39.73, * 
1777,Navajo ,"Life, Physical, and Social Science Occupations",21.71,12.79,15.09,19.89,25.94,31.40, 390 
1778,Navajo ,Community and Social Services Occupations,20.75,12.02,14.57,18.13,23.12,29.95, 850 
1779,Navajo ,"Educational, Guidance, School, and Vocational Counselors",21.57,11.38,17.34,21.60,24.92,30.47, 40 
1780,Navajo ,Rehabilitation Counselors,16.40,12.80,14.06,16.25,18.43,21.26, * 
1781,Navajo ,"Substance abuse, behavioral disorder, and mental health counselors",21.07,11.14,16.69,21.44,24.63,29.58, * 
1782,Navajo ,"Child, Family, and School Social Workers",18.72,14.11,16.09,18.59,21.79,23.77, 40 
1783,Navajo ,Healthcare Social Workers,31.79,16.86,25.18,30.72,41.54,46.52, 50 
1784,Navajo ,Mental Health and Substance Abuse Social Workers,13.24,10.50,10.54,11.42,12.58,20.81, 70 
1785,Navajo ,Probation Officers and Correctional Treatment Specialists,20.92,16.22,18.07,20.86,23.42,26.51, * 
1786,Navajo ,Social and Human Service Assistants,20.98,12.42,13.62,15.77,18.11,22.70, 220 
1787,Navajo ,Legal Occupations,36.12,17.05,24.24,35.54,45.38,56.53, 110 
1788,Navajo ,Lawyers,43.88,27.53,33.87,41.24,51.00,67.16, 40 
1789,Navajo ,"Education, Training, and Library Occupations",21.25,11.25,14.63,18.57,23.47,30.18," 2,090 "
1790,Navajo ,"Preschool Teachers, Except Special Education",14.92,10.66,11.21,13.45,18.40,22.24, 60 
1791,Navajo ,"Kindergarten Teachers, Except Special Education",*,*,*,*,*,*, 40 
1792,Navajo ,"Elementary School Teachers, Except Special Education",*,*,*,*,*,*, 520 
1793,Navajo ,"Middle School Teachers, Except Special and Career/Technical Educa",*,*,*,*,*,*, 210 
1794,Navajo ,"Secondary School Teachers, Except Special and Career/Technical Ed",*,*,*,*,*,*, 250 
1795,Navajo ,"Special Education Teachers, Kindergarten and Elementary School",*,*,*,*,*,*, 40 
1796,Navajo ,"Special Education Teachers, Secondary School",*,*,*,*,*,*, 40 
1797,Navajo ,Self-Enrichment Education Teachers,19.47,11.89,15.90,17.62,21.45,28.56, 30 
1798,Navajo ,"Teachers and Instructors, All Other, Except Substitute Teachers",*,*,*,*,*,*, 130 
1799,Navajo ,Library Technicians,14.37,10.91,11.91,13.82,16.60,18.60, 60 
1800,Navajo ,Teacher Assistants,*,*,*,*,*,*, 400 
1801,Navajo ,"Arts, Design, Entertainment, Sports, and Media Occupations",19.51,11.04,13.07,18.25,24.47,29.74, 120 
1802,Navajo ,Healthcare Practitioners and Technical Occupations,38.34,14.60,22.07,33.33,44.16,69.39," 2,140 "
1803,Navajo ,Pharmacists,62.67,44.42,50.96,67.00,73.34,77.14, 80 
1804,Navajo ,Family and General Practitioners,123.13,83.30,93.62,*,*,*, 50 
1805,Navajo ,"Physicians and Surgeons, All Other",110.86,92.33,*,*,*,*, 50 
1806,Navajo ,Physician Assistants,56.31,41.70,46.88,53.24,68.64,78.98, 40 
1807,Navajo ,Registered Nurses,38.18,27.41,32.03,36.38,43.44,49.76, 860 
1808,Navajo ,Dental Hygienists,38.29,27.61,31.18,40.16,45.13,48.11, 80 
1809,Navajo ,Emergency Medical Technicians and Paramedics,18.32,10.89,11.53,16.05,24.69,30.88, 190 
1810,Navajo ,Pharmacy Technicians,17.33,12.73,13.91,16.53,21.16,23.26, 90 
1811,Navajo ,Medical Records and Health Information Technicians,19.45,13.05,16.05,18.73,22.76,25.84, 130 
1812,Navajo ,Healthcare Support Occupations,15.90,11.22,12.41,15.26,18.54,22.06, 760 
1813,Navajo ,Nursing Assistants,14.78,11.53,12.60,14.31,17.22,18.65, 180 
1814,Navajo ,Dental Assistants,18.26,12.40,15.20,18.47,22.06,23.60, 100 
1815,Navajo ,Medical Assistants,15.77,12.83,14.00,15.81,17.67,18.85, 160 
1816,Navajo ,Medical Equipment Preparers,15.92,11.38,12.75,15.70,18.64,21.87, * 
1817,Navajo ,"Healthcare Support Workers, All Other",20.47,16.58,17.90,20.87,22.53,24.23, 90 
1818,Navajo ,Protective Service Occupations,21.39,12.14,15.30,18.79,25.27,34.96," 1,310 "
1819,Navajo ,First-Line Supervisors of Police and Detectives,34.08,23.46,27.09,31.12,38.65,54.36, 60 
1820,Navajo ,First-Line Supervisors of Fire Fighting and Prevention Workers,36.78,24.06,27.78,33.59,46.41,52.05, * 
1821,Navajo ,Firefighters,20.95,11.99,13.40,17.04,28.32,36.87, * 
1822,Navajo ,Correctional Officers and Jailers,18.71,15.51,16.52,18.19,21.17,23.37, 270 
1823,Navajo ,Police and Sheriff's Patrol Officers,26.15,17.90,20.72,24.53,31.92,37.19, 190 
1824,Navajo ,Security Guards,15.48,11.47,13.36,15.35,17.58,18.73, 220 
1825,Navajo ,"Protective Service Workers, All Other",17.05,11.68,14.19,16.85,18.99,23.24, 50 
1826,Navajo ,Food Preparation and Serving-Related Occupations,13.42,10.50,10.51,11.43,13.34,16.94," 2,420 "
1827,Navajo ,First-Line Supervisors of Food Preparation and Serving Workers,15.01,10.84,11.45,12.81,17.41,22.00, 150 
1828,Navajo ,"Cooks, Fast Food",11.70,10.50,10.51,10.97,12.45,14.22, * 
1829,Navajo ,"Cooks, Institution and Cafeteria",16.57,11.89,13.24,15.78,19.71,22.87, 70 
1830,Navajo ,"Cooks, Restaurant",13.01,11.80,12.28,13.13,13.98,14.49, * 
1831,Navajo ,Food Preparation Workers,11.69,10.50,10.51,11.12,12.13,14.14, * 
1832,Navajo ,Bartenders,11.40,10.50,10.50,10.51,10.51,11.63, 80 
1833,Navajo ,"Combined Food Preparation and Serving Workers, Including Fast Food",11.02,10.50,10.51,10.57,11.30,11.74, 680 
1834,Navajo ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",11.06,10.50,10.50,10.51,11.43,12.30, * 
1835,Navajo ,Waiters and Waitresses,20.29,10.50,10.51,11.71,31.27,42.88, 360 
1836,Navajo ,Dishwashers,11.28,10.66,10.90,11.28,11.67,12.00, * 
1837,Navajo ,Building and Grounds Cleaning and Maintenance Occupations,13.28,10.51,10.73,11.69,14.21,17.59, 870 
1838,Navajo ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.81,10.56,11.35,13.28,15.45,18.03, 390 
1839,Navajo ,Maids and Housekeeping Cleaners,11.12,10.50,10.51,10.89,11.53,11.95, 340 
1840,Navajo ,Landscaping and Groundskeeping Workers,12.85,10.51,11.06,12.43,14.35,15.76, 80 
1841,Navajo ,Personal Care and Service Occupations,14.41,10.51,10.89,12.84,15.93,21.94, 590 
1842,Navajo ,First-Line Supervisors of Personal Service Workers,14.10,10.50,10.51,13.69,15.52,18.05, 30 
1843,Navajo ,"Ushers, Lobby Attendants, and Ticket Takers",18.55,10.50,10.51,21.64,24.07,25.53, 50 
1844,Navajo ,Childcare Workers,12.49,10.50,10.51,11.28,13.07,16.82, 50 
1845,Navajo ,Personal Care Aides,12.98,10.59,11.34,12.61,14.20,15.14, * 
1846,Navajo ,Recreation Workers,15.74,11.01,11.75,15.06,18.14,22.28, 30 
1847,Navajo ,Sales and Related Occupations,14.28,10.54,11.03,11.84,14.70,20.54," 2,580 "
1848,Navajo ,First-Line Supervisors of Retail Sales Workers,17.16,11.17,13.04,16.65,20.96,24.07, 280 
1849,Navajo ,Cashiers,12.06,10.61,10.94,11.49,12.12,14.49, 910 
1850,Navajo ,Counter and Rental Clerks,11.97,10.50,10.51,10.81,11.94,14.84, 60 
1851,Navajo ,Retail Salespersons,12.54,10.51,10.88,11.64,13.16,15.02, 960 
1852,Navajo ,Advertising Sales Agents,32.82,11.21,12.94,22.44,54.96,59.18, 40 
1853,Navajo ,"Sales Representatives, Services, All Other",24.11,11.77,18.16,21.99,27.62,38.45, 100 
